num_worker,num_processor,time_taken
1,1,15.574352025985718
1,2,9.410431861877441
1,4,6.509902000427246
1,8,3.916624069213867
2,1,15.718514919281006
2,2,9.668426990509033
2,4,6.619012832641602
2,8,4.438413143157959
4,1,16.084172010421753
4,2,10.09792423248291
4,4,7.336232900619507
4,8,5.706970930099487
8,1,20.10724925994873
8,2,11.919657230377197
8,4,9.6504487991333
8,8,13.613184690475464
