num_worker,num_processor,time_taken
1,1,20.65702223777771
1,2,12.832144260406494
1,4,8.771904945373535
1,8,8.820709228515625
2,1,21.065738201141357
2,2,13.212313890457153
2,4,9.188210010528564
2,8,9.120763778686523
4,1,21.618659019470215
4,2,12.667223930358887
4,4,8.728825092315674
4,8,8.654819965362549
8,1,21.485594749450684
8,2,13.549795627593994
8,4,9.616178035736084
8,8,9.973554849624634
